Messstellennummer;Datum;Parameter;Einheit;Messwert
15152;2012-09-13;Chrysen;µg/l;-0,01
15152;2012-09-13;Benz-b-Fluoranthen;µg/l;-0,01
15152;2012-09-13;Benz-k-Fluoranthen;µg/l;0,00
15152;2012-09-13;Benz-a-Pyren;µg/l;0,00
15152;2012-09-13;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2012-09-13;Benz-g,h,i-Perylen;µg/l;0,00
15152;2012-09-13;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2012-09-13;Summe Na+Cl;mg/l;85,50
15152;2013-04-08;Temperatur (Luft);grd Celsius;-2,00
15152;2013-04-08;pH-Wert (Feld);ohne Einheit;7,10
15152;2013-04-08;Temperatur (Wasser);grd C;10,60
15152;2013-04-08;Leitfähigkeit 25°C vor Ort;µS/cm;1277,20
15152;2013-04-08;Wasserst.(ROK) vor;m;2,20
15152;2013-04-08;Wasserst.(ROK) nach;m;2,50
15152;2013-04-08;Entnahmeteufe (ROK);m unter ROK;6,00
15152;2013-04-08;Förderrate;l/s;0,56
15152;2013-04-08;Redox Pumpbeginn;mV;42,00
15152;2013-04-08;O2-Gehalt Pumpbeg.;mg/l;0,20
15152;2013-04-08;Redox Pumpende;mV;-95,00
15152;2013-04-08;pH Pumpende;ohne Einheit;7,10
15152;2013-04-08;O2-Gehalt Pumpende;mg/l;0,02
15152;2013-04-08;Chlorid;mg/l;66,00
15152;2013-04-08;Fluorid;mg/l;0,25
15152;2013-04-08;Hydrogenkarbonat;mg/l;292,80
15152;2013-04-08;Nitrit (N);mg/l N;-0,01
15152;2013-04-08;Nitrat (N);mg/l N;-0,02
15152;2013-04-08;Ortho-Phosphat (P);mg/l P;0,04
15152;2013-04-08;Sulfat;mg/l;178,00
15152;2013-04-08;Cyanide (ges.);mg/l;0,00
15152;2013-04-08;Bromid;mg/l;0,14
15152;2013-04-08;Nitrit;mg/l;-0,03
15152;2013-04-08;Nitrat;mg/l;-0,09
15152;2013-04-08;Ortho-Phosphat;mg/l;0,11
15152;2013-04-08;Ammonium (N);mg/l N;0,27
15152;2013-04-08;Eisen-2;mg/l;2,63
15152;2013-04-08;Eisen (ges.);mg/l;3,07
15152;2013-04-08;Kalium;mg/l;2,05
15152;2013-04-08;Kalzium;mg/l;159,00
15152;2013-04-08;Magnesium;mg/l;17,20
15152;2013-04-08;Natrium;mg/l;28,20
15152;2013-04-08;Mangan;mg/l;0,21
15152;2013-04-08;Ammonium;mg/l;0,35
15152;2013-04-08;Leitfähigkeit /Lab. bei 25°C;µS/cm;952,00
15152;2013-04-08;UV-Adsorption (254);1/m;4,40
15152;2013-04-08;CSV (KMNO4);mg/l O2;1,70
15152;2013-04-08;Basenkap. bis 8.2;mmol/l;0,45
15152;2013-04-08;Säure-Kap. bis 4.3;mmol/l;4,80
15152;2013-04-08;Kohlenstoff (organ.);mg/l C;1,90
15152;2013-04-08;pH-Wert /Lab.;ohne Einheit;7,30
15152;2013-04-08;Gesamthärte;mmol/l;4,67
15152;2013-04-08;Karbonathärte;mmol/l;2,40
15152;2013-04-08;AOX;µg/l;11,00
15152;2013-04-08;Phenolindex (ges.);µg/l;-10,00
15152;2013-04-08;LHKW (Summe);µg/l;-0,10
15152;2013-04-08;BTXE (Summe);µg/l;-0,30
15152;2013-04-08;Arsen;µg/l;-4,00
15152;2013-04-08;Barium;µg/l;41,00
15152;2013-04-08;Blei;µg/l;-2,00
15152;2013-04-08;Bor;µg/l;-100,00
15152;2013-04-08;Cadmium;µg/l;-0,15
15152;2013-04-08;Chrom;µg/l;-2,00
15152;2013-04-08;Kupfer;µg/l;-5,00
15152;2013-04-08;Aluminium-gelöst;µg/l;-5,00
15152;2013-04-08;Nickel;µg/l;-5,00
15152;2013-04-08;Quecksilber;µg/l;-0,05
15152;2013-04-08;Selen;µg/l;-2,00
15152;2013-04-08;Zink;µg/l;-10,00
15152;2013-04-08;Dichlormethan;µg/l;-0,10
15152;2013-04-08;Trichlormethan;µg/l;-0,10
15152;2013-04-08;Tetrachlormethan;µg/l;-0,10
15152;2013-04-08;1,2-Dichlorethan;µg/l;-0,10
15152;2013-04-08;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2013-04-08;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2013-04-08;Trichlorethen;µg/l;-0,10
15152;2013-04-08;Tetrachlorethen;µg/l;-0,10
15152;2013-04-08;Vinylchlorid;µg/l;-0,10
15152;2013-04-08;trans-1,2-Dichloret.;µg/l;-0,10
15152;2013-04-08;Benzen;µg/l;-0,30
15152;2013-04-08;Ethylbenzen;µg/l;-0,30
15152;2013-04-08;Toluen;µg/l;-0,30
15152;2013-04-08;Xylen (meta/para);µg/l;-0,30
15152;2013-04-08;Xylen (ortho);µg/l;-0,30
15152;2013-04-08;Cumol;µg/l;-0,30
15152;2013-04-08;Naphtalin;µg/l;-0,01
15152;2013-04-08;Acenaphthylen;µg/l;-0,03
15152;2013-04-08;Acenaphthen;µg/l;-0,01
15152;2013-04-08;Fluoren;µg/l;-0,02
15152;2013-04-08;Phenanthren;µg/l;-0,01
15152;2013-04-08;Anthracen;µg/l;0,00
15152;2013-04-08;Fluoranthen;µg/l;-0,01
15152;2013-04-08;Pyren;µg/l;-0,01
15152;2013-04-08;Benz-a-Anthracen;µg/l;0,00
15152;2013-04-08;Chrysen;µg/l;-0,01
15152;2013-04-08;Benz-b-Fluoranthen;µg/l;-0,01
15152;2013-04-08;Benz-k-Fluoranthen;µg/l;0,00
15152;2013-04-08;Benz-a-Pyren;µg/l;0,00
15152;2013-04-08;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2013-04-08;Benz-g,h,i-Perylen;µg/l;0,00
15152;2013-04-08;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2013-04-08;Summe Na+Cl;mg/l;94,20
15152;2013-10-16;Temperatur (Luft);grd Celsius;10,00
15152;2013-10-16;pH-Wert (Feld);ohne Einheit;7,20
15152;2013-10-16;Temperatur (Wasser);grd C;10,60
15152;2013-10-16;Leitfähigkeit 25°C vor Ort;µS/cm;1289,50
15152;2013-10-16;Wasserst.(ROK) vor;m;2,31
15152;2013-10-16;Wasserst.(ROK) nach;m;2,59
15152;2013-10-16;Entnahmeteufe (ROK);m unter ROK;6,00
15152;2013-10-16;Förderrate;l/s;0,56
15152;2013-10-16;Redox Pumpbeginn;mV;-177,00
15152;2013-10-16;O2-Gehalt Pumpbeg.;mg/l;0,33
15152;2013-10-16;Redox Pumpende;mV;-171,00
15152;2013-10-16;pH Pumpende;ohne Einheit;7,20
15152;2013-10-16;O2-Gehalt Pumpende;mg/l;0,10
15152;2013-10-16;Chlorid;mg/l;65,00
15152;2013-10-16;Fluorid;mg/l;0,26
15152;2013-10-16;Hydrogenkarbonat;mg/l;296,50
15152;2013-10-16;Nitrit (N);mg/l N;-0,01
15152;2013-10-16;Nitrat (N);mg/l N;-0,02
15152;2013-10-16;Ortho-Phosphat (P);mg/l P;0,05
15152;2013-10-16;Sulfat;mg/l;188,00
15152;2013-10-16;Cyanide (ges.);mg/l;0,00
15152;2013-10-16;Bromid;mg/l;0,12
15152;2013-10-16;Nitrit;mg/l;-0,03
15152;2013-10-16;Nitrat;mg/l;-0,09
15152;2013-10-16;Ortho-Phosphat;mg/l;0,14
15152;2013-10-16;Ammonium (N);mg/l N;0,34
15152;2013-10-16;Eisen-2;mg/l;2,70
15152;2013-10-16;Eisen (ges.);mg/l;3,30
15152;2013-10-16;Kalium;mg/l;2,03
15152;2013-10-16;Kalzium;mg/l;161,00
15152;2013-10-16;Magnesium;mg/l;17,30
15152;2013-10-16;Natrium;mg/l;29,20
15152;2013-10-16;Mangan;mg/l;0,21
15152;2013-10-16;Ammonium;mg/l;0,44
15152;2013-10-16;Leitfähigkeit /Lab. bei 25°C;µS/cm;969,00
15152;2013-10-16;UV-Adsorption (254);1/m;4,50
15152;2013-10-16;CSV (KMNO4);mg/l O2;1,80
15152;2013-10-16;Basenkap. bis 8.2;mmol/l;0,47
15152;2013-10-16;Säure-Kap. bis 4.3;mmol/l;4,86
15152;2013-10-16;Kohlenstoff (organ.);mg/l C;2,10
15152;2013-10-16;pH-Wert /Lab.;ohne Einheit;7,20
15152;2013-10-16;Gesamthärte;mmol/l;4,73
15152;2013-10-16;Karbonathärte;mmol/l;2,43
15152;2013-10-16;AOX;µg/l;-10,00
15152;2013-10-16;Phenolindex (ges.);µg/l;-10,00
15152;2013-10-16;LHKW (Summe);µg/l;-0,10
15152;2013-10-16;BTXE (Summe);µg/l;-0,30
15152;2013-10-16;Arsen;µg/l;-4,00
15152;2013-10-16;Barium;µg/l;36,00
15152;2013-10-16;Blei;µg/l;-2,00
15152;2013-10-16;Bor;µg/l;-100,00
15152;2013-10-16;Cadmium;µg/l;-0,15
15152;2013-10-16;Chrom;µg/l;-2,00
15152;2013-10-16;Kupfer;µg/l;-5,00
15152;2013-10-16;Aluminium-gelöst;µg/l;-5,00
15152;2013-10-16;Nickel;µg/l;-5,00
15152;2013-10-16;Quecksilber;µg/l;-0,05
15152;2013-10-16;Selen;µg/l;-2,00
15152;2013-10-16;Zink;µg/l;-10,00
15152;2013-10-16;Dichlormethan;µg/l;-0,10
15152;2013-10-16;Trichlormethan;µg/l;-0,10
15152;2013-10-16;Tetrachlormethan;µg/l;-0,10
15152;2013-10-16;1,2-Dichlorethan;µg/l;-0,10
15152;2013-10-16;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2013-10-16;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2013-10-16;Trichlorethen;µg/l;-0,10
15152;2013-10-16;Tetrachlorethen;µg/l;-0,10
15152;2013-10-16;Vinylchlorid;µg/l;-0,10
15152;2013-10-16;trans-1,2-Dichloret.;µg/l;-0,10
15152;2013-10-16;Benzen;µg/l;-0,30
15152;2013-10-16;Ethylbenzen;µg/l;-0,30
15152;2013-10-16;Toluen;µg/l;-0,30
15152;2013-10-16;Xylen (meta/para);µg/l;-0,30
15152;2013-10-16;Xylen (ortho);µg/l;-0,30
15152;2013-10-16;Cumol;µg/l;-0,30
15152;2013-10-16;Naphtalin;µg/l;-0,01
15152;2013-10-16;Acenaphthylen;µg/l;-0,03
15152;2013-10-16;Acenaphthen;µg/l;-0,01
15152;2013-10-16;Fluoren;µg/l;-0,02
15152;2013-10-16;Phenanthren;µg/l;-0,01
15152;2013-10-16;Anthracen;µg/l;0,00
15152;2013-10-16;Fluoranthen;µg/l;-0,01
15152;2013-10-16;Pyren;µg/l;-0,01
15152;2013-10-16;Benz-a-Anthracen;µg/l;0,00
15152;2013-10-16;Chrysen;µg/l;-0,01
15152;2013-10-16;Benz-b-Fluoranthen;µg/l;-0,01
15152;2013-10-16;Benz-k-Fluoranthen;µg/l;0,00
15152;2013-10-16;Benz-a-Pyren;µg/l;0,00
15152;2013-10-16;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2013-10-16;Benz-g,h,i-Perylen;µg/l;0,00
15152;2013-10-16;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2013-10-16;Summe Na+Cl;mg/l;94,20
15152;2014-04-09;Temperatur (Luft);grd Celsius;6,00
15152;2014-04-09;pH-Wert (Feld);ohne Einheit;7,10
15152;2014-04-09;Temperatur (Wasser);grd C;10,70
15152;2014-04-09;Leitfähigkeit 25°C vor Ort;µS/cm;1350,40
15152;2014-04-09;Wasserst.(ROK) vor;m;2,34
15152;2014-04-09;Wasserst.(ROK) nach;m;2,64
15152;2014-04-09;Entnahmeteufe (ROK);m unter ROK;6,00
15152;2014-04-09;Förderrate;l/s;0,56
15152;2014-04-09;Redox Pumpbeginn;mV;-180,00
15152;2014-04-09;O2-Gehalt Pumpbeg.;mg/l;0,73
15152;2014-04-09;Redox Pumpende;mV;-169,00
15152;2014-04-09;pH Pumpende;ohne Einheit;7,10
15152;2014-04-09;O2-Gehalt Pumpende;mg/l;0,17
15152;2014-04-09;Chlorid;mg/l;68,00
15152;2014-04-09;Fluorid;mg/l;0,26
15152;2014-04-09;Hydrogenkarbonat;mg/l;288,00
15152;2014-04-09;Nitrit (N);mg/l N;-0,01
15152;2014-04-09;Nitrat (N);mg/l N;-0,02
15152;2014-04-09;Ortho-Phosphat (P);mg/l P;0,03
15152;2014-04-09;Sulfat;mg/l;190,00
15152;2014-04-09;Cyanide (ges.);mg/l;0,00
15152;2014-04-09;Bromid;mg/l;0,12
15152;2014-04-09;Nitrit;mg/l;-0,03
15152;2014-04-09;Nitrat;mg/l;-0,09
15152;2014-04-09;Ortho-Phosphat;mg/l;0,08
15152;2014-04-09;Ammonium (N);mg/l N;0,26
15152;2014-04-09;Eisen-2;mg/l;2,54
15152;2014-04-09;Eisen (ges.);mg/l;3,20
15152;2014-04-09;Kalium;mg/l;2,06
15152;2014-04-09;Kalzium;mg/l;150,00
15152;2014-04-09;Magnesium;mg/l;16,50
15152;2014-04-09;Natrium;mg/l;26,70
15152;2014-04-09;Mangan;mg/l;0,22
15152;2014-04-09;Ammonium;mg/l;0,34
15152;2014-04-09;Leitfähigkeit /Lab. bei 25°C;µS/cm;960,00
15152;2014-04-09;UV-Adsorption (254);1/m;4,60
15152;2014-04-09;CSV (KMNO4);mg/l O2;1,30
15152;2014-04-09;Basenkap. bis 8.2;mmol/l;0,47
15152;2014-04-09;Säure-Kap. bis 4.3;mmol/l;4,72
15152;2014-04-09;Kohlenstoff (organ.);mg/l C;1,80
15152;2014-04-09;pH-Wert /Lab.;ohne Einheit;7,30
15152;2014-04-09;Gesamthärte;mmol/l;4,42
15152;2014-04-09;Karbonathärte;mmol/l;2,36
15152;2014-04-09;AOX;µg/l;-10,00
15152;2014-04-09;Phenolindex (ges.);µg/l;-10,00
15152;2014-04-09;LHKW (Summe);µg/l;-0,10
15152;2014-04-09;BTXE (Summe);µg/l;-0,30
15152;2014-04-09;Arsen;µg/l;-1,00
15152;2014-04-09;Barium;µg/l;47,50
15152;2014-04-09;Blei;µg/l;-0,10
15152;2014-04-09;Bor;µg/l;3,60
15152;2014-04-09;Cadmium;µg/l;-0,10
15152;2014-04-09;Chrom;µg/l;-0,10
15152;2014-04-09;Kupfer;µg/l;-0,50
15152;2014-04-09;Aluminium-gelöst;µg/l;-2,00
15152;2014-04-09;Nickel;µg/l;-0,50
15152;2014-04-09;Quecksilber;µg/l;-0,01
15152;2014-04-09;Selen;µg/l;-1,00
15152;2014-04-09;Zink;µg/l;3,30
15152;2014-04-09;Dichlormethan;µg/l;-0,10
15152;2014-04-09;Trichlormethan;µg/l;-0,10
15152;2014-04-09;Tetrachlormethan;µg/l;-0,10
15152;2014-04-09;1,2-Dichlorethan;µg/l;-0,10
15152;2014-04-09;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2014-04-09;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2014-04-09;Trichlorethen;µg/l;-0,10
15152;2014-04-09;Tetrachlorethen;µg/l;-0,10
15152;2014-04-09;Vinylchlorid;µg/l;-0,10
15152;2014-04-09;trans-1,2-Dichloret.;µg/l;-0,10
15152;2014-04-09;Benzen;µg/l;-0,30
15152;2014-04-09;Ethylbenzen;µg/l;-0,30
15152;2014-04-09;Toluen;µg/l;-0,30
15152;2014-04-09;Xylen (meta/para);µg/l;-0,30
15152;2014-04-09;Xylen (ortho);µg/l;-0,30
15152;2014-04-09;Cumol;µg/l;-0,30
15152;2014-04-09;Naphtalin;µg/l;-0,01
15152;2014-04-09;Acenaphthylen;µg/l;-0,03
15152;2014-04-09;Acenaphthen;µg/l;-0,01
15152;2014-04-09;Fluoren;µg/l;-0,02
15152;2014-04-09;Phenanthren;µg/l;-0,01
15152;2014-04-09;Anthracen;µg/l;0,00
15152;2014-04-09;Fluoranthen;µg/l;-0,01
15152;2014-04-09;Pyren;µg/l;-0,01
15152;2014-04-09;Benz-a-Anthracen;µg/l;0,00
15152;2014-04-09;Chrysen;µg/l;-0,01
15152;2014-04-09;Benz-b-Fluoranthen;µg/l;-0,01
15152;2014-04-09;Benz-k-Fluoranthen;µg/l;0,00
15152;2014-04-09;Benz-a-Pyren;µg/l;0,00
15152;2014-04-09;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2014-04-09;Benz-g,h,i-Perylen;µg/l;0,00
15152;2014-04-09;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2014-04-09;Summe Na+Cl;mg/l;94,70
15152;2014-10-08;Temperatur (Luft);grd Celsius;11,00
15152;2014-10-08;pH-Wert (Feld);ohne Einheit;7,20
15152;2014-10-08;Temperatur (Wasser);grd C;10,80
15152;2014-10-08;Leitfähigkeit 25°C vor Ort;µS/cm;1311,80
15152;2014-10-08;Wasserst.(ROK) vor;m;2,54
15152;2014-10-08;Wasserst.(ROK) nach;m;2,83
15152;2014-10-08;Entnahmeteufe (ROK);m unter ROK;6,00
15152;2014-10-08;Förderrate;l/s;0,56
15152;2014-10-08;Redox Pumpbeginn;mV;-152,00
15152;2014-10-08;O2-Gehalt Pumpbeg.;mg/l;0,62
15152;2014-10-08;Redox Pumpende;mV;-154,00
15152;2014-10-08;pH Pumpende;ohne Einheit;7,20
15152;2014-10-08;O2-Gehalt Pumpende;mg/l;0,23
15152;2014-10-08;Chlorid;mg/l;71,00
15152;2014-10-08;Fluorid;mg/l;0,25
15152;2014-10-08;Hydrogenkarbonat;mg/l;297,70
15152;2014-10-08;Nitrit (N);mg/l N;-0,01
15152;2014-10-08;Nitrat (N);mg/l N;-0,02
15152;2014-10-08;Ortho-Phosphat (P);mg/l P;0,01
15152;2014-10-08;Sulfat;mg/l;189,00
15152;2014-10-08;Cyanide (ges.);mg/l;0,00
15152;2014-10-08;Bromid;mg/l;0,10
15152;2014-10-08;Nitrit;mg/l;-0,03
15152;2014-10-08;Nitrat;mg/l;-0,09
15152;2014-10-08;Ortho-Phosphat;mg/l;0,03
15152;2014-10-08;Ammonium (N);mg/l N;0,24
15152;2014-10-08;Eisen-2;mg/l;2,70
15152;2014-10-08;Eisen (ges.);mg/l;2,80
15152;2014-10-08;Kalium;mg/l;1,82
15152;2014-10-08;Kalzium;mg/l;144,00
15152;2014-10-08;Magnesium;mg/l;17,00
15152;2014-10-08;Natrium;mg/l;26,00
15152;2014-10-08;Mangan;mg/l;0,21
15152;2014-10-08;Ammonium;mg/l;0,31
15152;2014-10-08;Leitfähigkeit /Lab. bei 25°C;µS/cm;978,00
15152;2014-10-08;UV-Adsorption (254);1/m;3,90
15152;2014-10-08;CSV (KMNO4);mg/l O2;0,70
15152;2014-10-08;Basenkap. bis 8.2;mmol/l;0,43
15152;2014-10-08;Säure-Kap. bis 4.3;mmol/l;4,88
15152;2014-10-08;Kohlenstoff (organ.);mg/l C;1,80
15152;2014-10-08;pH-Wert /Lab.;ohne Einheit;7,20
15152;2014-10-08;Gesamthärte;mmol/l;4,28
15152;2014-10-08;Karbonathärte;mmol/l;2,44
15152;2014-10-08;AOX;µg/l;-10,00
15152;2014-10-08;Phenolindex (ges.);µg/l;-10,00
15152;2014-10-08;LHKW (Summe);µg/l;-0,10
15152;2014-10-08;BTXE (Summe);µg/l;-0,30
15152;2014-10-08;Arsen;µg/l;-1,00
15152;2014-10-08;Barium;µg/l;48,90
15152;2014-10-08;Blei;µg/l;-0,10
15152;2014-10-08;Bor;µg/l;25,40
15152;2014-10-08;Cadmium;µg/l;-0,10
15152;2014-10-08;Chrom;µg/l;-0,10
15152;2014-10-08;Kupfer;µg/l;-0,50
15152;2014-10-08;Aluminium-gelöst;µg/l;-2,00
15152;2014-10-08;Nickel;µg/l;-0,50
15152;2014-10-08;Quecksilber;µg/l;-0,01
15152;2014-10-08;Selen;µg/l;-1,00
15152;2014-10-08;Zink;µg/l;2,40
15152;2014-10-08;Dichlormethan;µg/l;-0,10
15152;2014-10-08;Trichlormethan;µg/l;-0,10
15152;2014-10-08;Tetrachlormethan;µg/l;-0,10
15152;2014-10-08;1,2-Dichlorethan;µg/l;-0,10
15152;2014-10-08;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2014-10-08;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2014-10-08;Trichlorethen;µg/l;-0,10
15152;2014-10-08;Tetrachlorethen;µg/l;-0,10
15152;2014-10-08;Vinylchlorid;µg/l;-0,10
15152;2014-10-08;trans-1,2-Dichloret.;µg/l;-0,10
15152;2014-10-08;Benzen;µg/l;-0,30
15152;2014-10-08;Ethylbenzen;µg/l;-0,30
15152;2014-10-08;Toluen;µg/l;-0,30
15152;2014-10-08;Xylen (meta/para);µg/l;-0,30
15152;2014-10-08;Xylen (ortho);µg/l;-0,30
15152;2014-10-08;Cumol;µg/l;-0,30
15152;2014-10-08;Naphtalin;µg/l;-0,01
15152;2014-10-08;Acenaphthylen;µg/l;-0,03
15152;2014-10-08;Acenaphthen;µg/l;-0,01
15152;2014-10-08;Fluoren;µg/l;-0,02
15152;2014-10-08;Phenanthren;µg/l;-0,01
15152;2014-10-08;Anthracen;µg/l;0,00
15152;2014-10-08;Fluoranthen;µg/l;-0,01
15152;2014-10-08;Pyren;µg/l;-0,01
15152;2014-10-08;Benz-a-Anthracen;µg/l;0,00
15152;2014-10-08;Chrysen;µg/l;-0,01
15152;2014-10-08;Benz-b-Fluoranthen;µg/l;-0,01
15152;2014-10-08;Benz-k-Fluoranthen;µg/l;0,00
15152;2014-10-08;Benz-a-Pyren;µg/l;0,00
15152;2014-10-08;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2014-10-08;Benz-g,h,i-Perylen;µg/l;0,00
15152;2014-10-08;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2014-10-08;Summe Na+Cl;mg/l;97,00
15152;2015-03-30;Temperatur (Luft);grd Celsius;6,00
15152;2015-03-30;pH-Wert (Feld);ohne Einheit;7,40
15152;2015-03-30;Temperatur (Wasser);grd C;10,70
15152;2015-03-30;Leitfähigkeit 25°C vor Ort;µS/cm;1321,80
15152;2015-03-30;Wasserst.(ROK) vor;m;2,29
15152;2015-03-30;Wasserst.(ROK) nach;m;2,59
15152;2015-03-30;Entnahmeteufe (ROK);m unter ROK;4,00
15152;2015-03-30;Förderrate;l/s;0,56
15152;2015-03-30;Redox Pumpbeginn;mV;-88,00
15152;2015-03-30;O2-Gehalt Pumpbeg.;mg/l;0,39
15152;2015-03-30;Redox Pumpende;mV;-115,00
15152;2015-03-30;pH Pumpende;ohne Einheit;7,40
15152;2015-03-30;O2-Gehalt Pumpende;mg/l;0,08
15152;2015-03-30;Chlorid;mg/l;68,00
15152;2015-03-30;Fluorid;mg/l;0,26
15152;2015-03-30;Hydrogenkarbonat;mg/l;296,50
15152;2015-03-30;Nitrit (N);mg/l N;-0,01
15152;2015-03-30;Nitrat (N);mg/l N;-0,02
15152;2015-03-30;Ortho-Phosphat (P);mg/l P;0,04
15152;2015-03-30;Sulfat;mg/l;190,00
15152;2015-03-30;Cyanide (ges.);mg/l;0,00
15152;2015-03-30;Bromid;mg/l;-0,10
15152;2015-03-30;Nitrit;mg/l;-0,03
15152;2015-03-30;Nitrat;mg/l;-0,09
15152;2015-03-30;Ortho-Phosphat;mg/l;0,12
15152;2015-03-30;Ammonium (N);mg/l N;0,25
15152;2015-03-30;Eisen-2;mg/l;3,46
15152;2015-03-30;Eisen (ges.);mg/l;3,20
15152;2015-03-30;Kalium;mg/l;1,99
15152;2015-03-30;Kalzium;mg/l;154,00
15152;2015-03-30;Magnesium;mg/l;16,20
15152;2015-03-30;Natrium;mg/l;24,00
15152;2015-03-30;Mangan;mg/l;0,23
15152;2015-03-30;Ammonium;mg/l;0,32
15152;2015-03-30;Leitfähigkeit /Lab. bei 25°C;µS/cm;998,00
15152;2015-03-30;UV-Adsorption (254);1/m;4,60
15152;2015-03-30;CSV (KMNO4);mg/l O2;0,90
15152;2015-03-30;Basenkap. bis 8.2;mmol/l;0,44
15152;2015-03-30;Säure-Kap. bis 4.3;mmol/l;4,86
15152;2015-03-30;Kohlenstoff (organ.);mg/l C;1,90
15152;2015-03-30;pH-Wert /Lab.;ohne Einheit;7,30
15152;2015-03-30;Gesamthärte;mmol/l;4,52
15152;2015-03-30;Karbonathärte;mmol/l;2,43
15152;2015-03-30;AOX;µg/l;-10,00
15152;2015-03-30;Phenolindex (ges.);µg/l;-10,00
15152;2015-03-30;LHKW (Summe);µg/l;-0,10
15152;2015-03-30;BTXE (Summe);µg/l;-0,30
15152;2015-03-30;Arsen;µg/l;-1,00
15152;2015-03-30;Barium;µg/l;51,10
15152;2015-03-30;Blei;µg/l;-0,10
15152;2015-03-30;Bor;µg/l;27,20
15152;2015-03-30;Cadmium;µg/l;-0,10
15152;2015-03-30;Chrom;µg/l;-0,10
15152;2015-03-30;Kupfer;µg/l;-0,50
15152;2015-03-30;Aluminium-gelöst;µg/l;-2,00
15152;2015-03-30;Molybdän;µg/l;0,82
15152;2015-03-30;Nickel;µg/l;-0,50
15152;2015-03-30;Quecksilber;µg/l;-0,01
15152;2015-03-30;Selen;µg/l;-1,00
15152;2015-03-30;Zink;µg/l;3,40
15152;2015-03-30;Vanadium;µg/l;-0,10
15152;2015-03-30;Thallium;µg/l;-0,05
15152;2015-03-30;Uran;µg/l;-0,05
15152;2015-03-30;Dichlormethan;µg/l;-0,10
15152;2015-03-30;Trichlormethan;µg/l;-0,10
15152;2015-03-30;Tetrachlormethan;µg/l;-0,10
15152;2015-03-30;1,2-Dichlorethan;µg/l;-0,10
15152;2015-03-30;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2015-03-30;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2015-03-30;Trichlorethen;µg/l;-0,10
15152;2015-03-30;Tetrachlorethen;µg/l;-0,10
15152;2015-03-30;Vinylchlorid;µg/l;-0,10
15152;2015-03-30;trans-1,2-Dichloret.;µg/l;-0,10
15152;2015-03-30;Benzen;µg/l;-0,30
15152;2015-03-30;Ethylbenzen;µg/l;-0,30
15152;2015-03-30;Toluen;µg/l;-0,30
15152;2015-03-30;Xylen (meta/para);µg/l;-0,30
15152;2015-03-30;Xylen (ortho);µg/l;-0,30
15152;2015-03-30;Cumol;µg/l;-0,30
15152;2015-03-30;Naphtalin;µg/l;-0,01
15152;2015-03-30;Acenaphthylen;µg/l;-0,03
15152;2015-03-30;Acenaphthen;µg/l;-0,01
15152;2015-03-30;Fluoren;µg/l;-0,02
15152;2015-03-30;Phenanthren;µg/l;-0,01
15152;2015-03-30;Anthracen;µg/l;0,00
15152;2015-03-30;Fluoranthen;µg/l;-0,01
15152;2015-03-30;Pyren;µg/l;-0,01
15152;2015-03-30;Benz-a-Anthracen;µg/l;0,00
15152;2015-03-30;Chrysen;µg/l;-0,01
15152;2015-03-30;Benz-b-Fluoranthen;µg/l;-0,01
15152;2015-03-30;Benz-k-Fluoranthen;µg/l;0,00
15152;2015-03-30;Benz-a-Pyren;µg/l;0,00
15152;2015-03-30;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2015-03-30;Benz-g,h,i-Perylen;µg/l;0,00
15152;2015-03-30;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2015-03-30;Summe Na+Cl;mg/l;92,00
15152;2015-11-24;Temperatur (Luft);grd Celsius;0,00
15152;2015-11-24;pH-Wert (Feld);ohne Einheit;7,10
15152;2015-11-24;Temperatur (Wasser);grd C;10,80
15152;2015-11-24;Leitfähigkeit 25°C vor Ort;µS/cm;809,60
15152;2015-11-24;Wasserst.(ROK) vor;m;2,53
15152;2015-11-24;Wasserst.(ROK) nach;m;2,83
15152;2015-11-24;Entnahmeteufe (ROK);m unter ROK;4,00
15152;2015-11-24;Förderrate;l/s;0,56
15152;2015-11-24;Redox Pumpbeginn;mV;-36,00
