Messstellennummer;Datum;Parameter;Einheit;Messwert
15152;2010-06-07;Chrom;µg/l;-2,00
15152;2010-06-07;Kupfer;µg/l;-5,00
15152;2010-06-07;Aluminium-gelöst;µg/l;-5,00
15152;2010-06-07;Nickel;µg/l;-5,00
15152;2010-06-07;Quecksilber;µg/l;-0,05
15152;2010-06-07;Selen;µg/l;-5,00
15152;2010-06-07;Zink;µg/l;-10,00
15152;2010-06-07;Dichlormethan;µg/l;-0,10
15152;2010-06-07;Trichlormethan;µg/l;-0,10
15152;2010-06-07;Tetrachlormethan;µg/l;-0,10
15152;2010-06-07;1,2-Dichlorethan;µg/l;-0,10
15152;2010-06-07;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2010-06-07;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2010-06-07;Trichlorethen;µg/l;-0,10
15152;2010-06-07;Tetrachlorethen;µg/l;-0,10
15152;2010-06-07;Vinylchlorid;µg/l;-0,10
15152;2010-06-07;trans-1,2-Dichloret.;µg/l;-0,10
15152;2010-06-07;Benzen;µg/l;-0,30
15152;2010-06-07;Ethylbenzen;µg/l;-0,30
15152;2010-06-07;Toluen;µg/l;-0,30
15152;2010-06-07;Xylen (meta/para);µg/l;-0,30
15152;2010-06-07;Xylen (ortho);µg/l;-0,30
15152;2010-06-07;Cumol;µg/l;-0,30
15152;2010-06-07;Naphtalin;µg/l;-0,01
15152;2010-06-07;Acenaphthylen;µg/l;-0,03
15152;2010-06-07;Acenaphthen;µg/l;-0,01
15152;2010-06-07;Fluoren;µg/l;-0,02
15152;2010-06-07;Phenanthren;µg/l;-0,01
15152;2010-06-07;Anthracen;µg/l;0,00
15152;2010-06-07;Fluoranthen;µg/l;-0,01
15152;2010-06-07;Pyren;µg/l;-0,01
15152;2010-06-07;Benz-a-Anthracen;µg/l;0,00
15152;2010-06-07;Chrysen;µg/l;-0,01
15152;2010-06-07;Benz-b-Fluoranthen;µg/l;-0,01
15152;2010-06-07;Benz-k-Fluoranthen;µg/l;0,00
15152;2010-06-07;Benz-a-Pyren;µg/l;0,00
15152;2010-06-07;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2010-06-07;Benz-g,h,i-Perylen;µg/l;0,00
15152;2010-06-07;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2010-06-07;Summe Na+Cl;mg/l;85,60
15152;2010-11-22;Temperatur (Luft);grd Celsius;3,00
15152;2010-11-22;pH-Wert (Feld);ohne Einheit;7,35
15152;2010-11-22;Temperatur (Wasser);grd C;10,60
15152;2010-11-22;Leitfähigkeit 25°C vor Ort;µS/cm;1320,90
15152;2010-11-22;Wasserst.(ROK) vor;m;2,06
15152;2010-11-22;Wasserst.(ROK) nach;m;2,38
15152;2010-11-22;Entnahmeteufe (ROK);m unter ROK;4,00
15152;2010-11-22;Förderrate;l/s;0,50
15152;2010-11-22;Redox Pumpbeginn;mV;-52,00
15152;2010-11-22;O2-Gehalt Pumpbeg.;mg/l;0,01
15152;2010-11-22;Redox Pumpende;mV;-52,00
15152;2010-11-22;pH Pumpende;ohne Einheit;7,40
15152;2010-11-22;O2-Gehalt Pumpende;mg/l;0,01
15152;2010-11-22;Chlorid;mg/l;65,00
15152;2010-11-22;Fluorid;mg/l;0,30
15152;2010-11-22;Hydrogenkarbonat;mg/l;274,50
15152;2010-11-22;Nitrit (N);mg/l N;-0,01
15152;2010-11-22;Nitrat (N);mg/l N;0,06
15152;2010-11-22;Ortho-Phosphat (P);mg/l P;0,07
15152;2010-11-22;Sulfat;mg/l;186,00
15152;2010-11-22;Cyanide (ges.);mg/l;-0,01
15152;2010-11-22;Bromid;mg/l;-0,10
15152;2010-11-22;Nitrit;mg/l;-0,03
15152;2010-11-22;Nitrat;mg/l;0,27
15152;2010-11-22;Ortho-Phosphat;mg/l;0,20
15152;2010-11-22;Ammonium (N);mg/l N;0,22
15152;2010-11-22;Eisen-2;mg/l;3,01
15152;2010-11-22;Eisen (ges.);mg/l;3,26
15152;2010-11-22;Kalium;mg/l;2,00
15152;2010-11-22;Kalzium;mg/l;155,40
15152;2010-11-22;Magnesium;mg/l;17,20
15152;2010-11-22;Natrium;mg/l;21,20
15152;2010-11-22;Mangan;mg/l;0,21
15152;2010-11-22;Ammonium;mg/l;0,28
15152;2010-11-22;Leitfähigkeit /Lab. bei 25°C;µS/cm;959,00
15152;2010-11-22;UV-Adsorption (254);1/m;4,50
15152;2010-11-22;CSV (KMNO4);mg/l O2;2,20
15152;2010-11-22;Basenkap. bis 8.2;mmol/l;0,64
15152;2010-11-22;Säure-Kap. bis 4.3;mmol/l;4,50
15152;2010-11-22;Kohlenstoff (organ.);mg/l C;1,80
15152;2010-11-22;pH-Wert /Lab.;ohne Einheit;7,44
15152;2010-11-22;Gesamthärte;mmol/l;4,58
15152;2010-11-22;Karbonathärte;mmol/l;2,25
15152;2010-11-22;AOX;µg/l;-10,00
15152;2010-11-22;Phenolindex (ges.);µg/l;-10,00
15152;2010-11-22;LHKW (Summe);µg/l;-0,10
15152;2010-11-22;BTXE (Summe);µg/l;-0,30
15152;2010-11-22;Arsen;µg/l;-4,00
15152;2010-11-22;Barium;µg/l;35,50
15152;2010-11-22;Blei;µg/l;-2,00
15152;2010-11-22;Bor;µg/l;-100,00
15152;2010-11-22;Cadmium;µg/l;-0,25
15152;2010-11-22;Chrom;µg/l;-2,00
15152;2010-11-22;Kupfer;µg/l;-5,00
15152;2010-11-22;Aluminium-gelöst;µg/l;-5,00
15152;2010-11-22;Nickel;µg/l;-5,00
15152;2010-11-22;Quecksilber;µg/l;-0,05
15152;2010-11-22;Selen;µg/l;-5,00
15152;2010-11-22;Zink;µg/l;-10,00
15152;2010-11-22;Dichlormethan;µg/l;-0,10
15152;2010-11-22;Trichlormethan;µg/l;-0,10
15152;2010-11-22;Tetrachlormethan;µg/l;-0,10
15152;2010-11-22;1,2-Dichlorethan;µg/l;-0,10
15152;2010-11-22;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2010-11-22;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2010-11-22;Trichlorethen;µg/l;-0,10
15152;2010-11-22;Tetrachlorethen;µg/l;-0,10
15152;2010-11-22;Vinylchlorid;µg/l;-0,10
15152;2010-11-22;trans-1,2-Dichloret.;µg/l;-0,10
15152;2010-11-22;Benzen;µg/l;-0,30
15152;2010-11-22;Ethylbenzen;µg/l;-0,30
15152;2010-11-22;Toluen;µg/l;-0,30
15152;2010-11-22;Xylen (meta/para);µg/l;-0,30
15152;2010-11-22;Xylen (ortho);µg/l;-0,30
15152;2010-11-22;Cumol;µg/l;-0,30
15152;2010-11-22;Naphtalin;µg/l;-0,01
15152;2010-11-22;Acenaphthylen;µg/l;-0,03
15152;2010-11-22;Acenaphthen;µg/l;-0,01
15152;2010-11-22;Fluoren;µg/l;-0,02
15152;2010-11-22;Phenanthren;µg/l;-0,01
15152;2010-11-22;Anthracen;µg/l;0,00
15152;2010-11-22;Fluoranthen;µg/l;-0,01
15152;2010-11-22;Pyren;µg/l;-0,01
15152;2010-11-22;Benz-a-Anthracen;µg/l;0,00
15152;2010-11-22;Chrysen;µg/l;-0,01
15152;2010-11-22;Benz-b-Fluoranthen;µg/l;-0,01
15152;2010-11-22;Benz-k-Fluoranthen;µg/l;0,00
15152;2010-11-22;Benz-a-Pyren;µg/l;0,00
15152;2010-11-22;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2010-11-22;Benz-g,h,i-Perylen;µg/l;0,00
15152;2010-11-22;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2010-11-22;Summe Na+Cl;mg/l;86,20
15152;2011-03-29;Temperatur (Luft);grd Celsius;-2,00
15152;2011-03-29;pH-Wert (Feld);ohne Einheit;7,37
15152;2011-03-29;Temperatur (Wasser);grd C;10,50
15152;2011-03-29;Leitfähigkeit 25°C vor Ort;µS/cm;1346,10
15152;2011-03-29;Wasserst.(ROK) vor;m;2,55
15152;2011-03-29;Chlorid;mg/l;68,00
15152;2011-03-29;Fluorid;mg/l;0,30
15152;2011-03-29;Hydrogenkarbonat;mg/l;274,50
15152;2011-03-29;Nitrit (N);mg/l N;-0,01
15152;2011-03-29;Nitrat (N);mg/l N;-0,02
15152;2011-03-29;Ortho-Phosphat (P);mg/l P;0,12
15152;2011-03-29;Sulfat;mg/l;202,00
15152;2011-03-29;Cyanide (ges.);mg/l;-0,01
15152;2011-03-29;Bromid;mg/l;0,11
15152;2011-03-29;Nitrit;mg/l;-0,03
15152;2011-03-29;Nitrat;mg/l;-0,09
15152;2011-03-29;Ortho-Phosphat;mg/l;0,37
15152;2011-03-29;Ammonium (N);mg/l N;0,22
15152;2011-03-29;Eisen-2;mg/l;3,09
15152;2011-03-29;Eisen (ges.);mg/l;3,22
15152;2011-03-29;Kalium;mg/l;1,94
15152;2011-03-29;Kalzium;mg/l;155,80
15152;2011-03-29;Magnesium;mg/l;18,20
15152;2011-03-29;Natrium;mg/l;21,30
15152;2011-03-29;Mangan;mg/l;0,21
15152;2011-03-29;Ammonium;mg/l;0,28
15152;2011-03-29;Leitfähigkeit /Lab. bei 25°C;µS/cm;974,00
15152;2011-03-29;UV-Adsorption (254);1/m;4,00
15152;2011-03-29;CSV (KMNO4);mg/l O2;1,60
15152;2011-03-29;Basenkap. bis 8.2;mmol/l;0,48
15152;2011-03-29;Säure-Kap. bis 4.3;mmol/l;4,50
15152;2011-03-29;Kohlenstoff (organ.);mg/l C;1,90
15152;2011-03-29;pH-Wert /Lab.;ohne Einheit;7,34
15152;2011-03-29;Gesamthärte;mmol/l;4,64
15152;2011-03-29;Karbonathärte;mmol/l;2,25
15152;2011-03-29;AOX;µg/l;-10,00
15152;2011-03-29;Phenolindex (ges.);µg/l;-10,00
15152;2011-03-29;LHKW (Summe);µg/l;-0,10
15152;2011-03-29;BTXE (Summe);µg/l;-0,30
15152;2011-03-29;Arsen;µg/l;-4,00
15152;2011-03-29;Barium;µg/l;37,50
15152;2011-03-29;Blei;µg/l;-2,00
15152;2011-03-29;Bor;µg/l;-100,00
15152;2011-03-29;Cadmium;µg/l;-0,15
15152;2011-03-29;Chrom;µg/l;-2,00
15152;2011-03-29;Kupfer;µg/l;-5,00
15152;2011-03-29;Aluminium-gelöst;µg/l;-5,00
15152;2011-03-29;Nickel;µg/l;-5,00
15152;2011-03-29;Quecksilber;µg/l;-0,05
15152;2011-03-29;Selen;µg/l;-2,00
15152;2011-03-29;Zink;µg/l;-10,00
15152;2011-03-29;Dichlormethan;µg/l;-0,10
15152;2011-03-29;Trichlormethan;µg/l;-0,10
15152;2011-03-29;Tetrachlormethan;µg/l;-0,10
15152;2011-03-29;1,2-Dichlorethan;µg/l;-0,10
15152;2011-03-29;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2011-03-29;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2011-03-29;Trichlorethen;µg/l;-0,10
15152;2011-03-29;Tetrachlorethen;µg/l;-0,10
15152;2011-03-29;Vinylchlorid;µg/l;-0,10
15152;2011-03-29;trans-1,2-Dichloret.;µg/l;-0,10
15152;2011-03-29;Benzen;µg/l;-0,30
15152;2011-03-29;Ethylbenzen;µg/l;-0,30
15152;2011-03-29;Toluen;µg/l;-0,30
15152;2011-03-29;Xylen (meta/para);µg/l;-0,30
15152;2011-03-29;Xylen (ortho);µg/l;-0,30
15152;2011-03-29;Cumol;µg/l;-0,30
15152;2011-03-29;Naphtalin;µg/l;0,01
15152;2011-03-29;Acenaphthylen;µg/l;-0,03
15152;2011-03-29;Acenaphthen;µg/l;-0,01
15152;2011-03-29;Fluoren;µg/l;-0,02
15152;2011-03-29;Phenanthren;µg/l;-0,01
15152;2011-03-29;Anthracen;µg/l;0,00
15152;2011-03-29;Fluoranthen;µg/l;-0,01
15152;2011-03-29;Pyren;µg/l;-0,01
15152;2011-03-29;Benz-a-Anthracen;µg/l;0,00
15152;2011-03-29;Chrysen;µg/l;-0,01
15152;2011-03-29;Benz-b-Fluoranthen;µg/l;-0,01
15152;2011-03-29;Benz-k-Fluoranthen;µg/l;0,00
15152;2011-03-29;Benz-a-Pyren;µg/l;0,00
15152;2011-03-29;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2011-03-29;Benz-g,h,i-Perylen;µg/l;0,00
15152;2011-03-29;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2011-03-29;Summe Na+Cl;mg/l;89,30
15152;2011-11-07;Temperatur (Luft);grd Celsius;3,00
15152;2011-11-07;pH-Wert (Feld);ohne Einheit;7,28
15152;2011-11-07;Temperatur (Wasser);grd C;10,50
15152;2011-11-07;Leitfähigkeit 25°C vor Ort;µS/cm;1266,60
15152;2011-11-07;Wasserst.(ROK) vor;m;2,33
15152;2011-11-07;Wasserst.(ROK) nach;m;2,63
15152;2011-11-07;Entnahmeteufe (ROK);m unter ROK;4,00
15152;2011-11-07;Förderrate;l/s;0,56
15152;2011-11-07;Redox Pumpbeginn;mV;85,00
15152;2011-11-07;O2-Gehalt Pumpbeg.;mg/l;0,00
15152;2011-11-07;Redox Pumpende;mV;18,00
15152;2011-11-07;pH Pumpende;ohne Einheit;7,30
15152;2011-11-07;O2-Gehalt Pumpende;mg/l;0,02
15152;2011-11-07;Chlorid;mg/l;67,00
15152;2011-11-07;Fluorid;mg/l;0,20
15152;2011-11-07;Hydrogenkarbonat;mg/l;280,60
15152;2011-11-07;Nitrit (N);mg/l N;-0,01
15152;2011-11-07;Nitrat (N);mg/l N;-0,02
15152;2011-11-07;Ortho-Phosphat (P);mg/l P;0,04
15152;2011-11-07;Sulfat;mg/l;175,00
15152;2011-11-07;Cyanide (ges.);mg/l;-0,01
15152;2011-11-07;Bromid;mg/l;-0,10
15152;2011-11-07;Nitrit;mg/l;-0,03
15152;2011-11-07;Nitrat;mg/l;-0,09
15152;2011-11-07;Ortho-Phosphat;mg/l;0,13
15152;2011-11-07;Ammonium (N);mg/l N;1,90
15152;2011-11-07;Eisen-2;mg/l;2,65
15152;2011-11-07;Eisen (ges.);mg/l;3,04
15152;2011-11-07;Kalium;mg/l;1,90
15152;2011-11-07;Kalzium;mg/l;147,80
15152;2011-11-07;Magnesium;mg/l;17,00
15152;2011-11-07;Natrium;mg/l;22,40
15152;2011-11-07;Mangan;mg/l;0,20
15152;2011-11-07;Ammonium;mg/l;2,45
15152;2011-11-07;Leitfähigkeit /Lab. bei 25°C;µS/cm;930,00
15152;2011-11-07;UV-Adsorption (254);1/m;4,40
15152;2011-11-07;CSV (KMNO4);mg/l O2;1,50
15152;2011-11-07;Basenkap. bis 8.2;mmol/l;0,51
15152;2011-11-07;Säure-Kap. bis 4.3;mmol/l;4,60
15152;2011-11-07;Kohlenstoff (organ.);mg/l C;1,90
15152;2011-11-07;pH-Wert /Lab.;ohne Einheit;7,61
15152;2011-11-07;Gesamthärte;mmol/l;4,39
15152;2011-11-07;Karbonathärte;mmol/l;2,30
15152;2011-11-07;AOX;µg/l;14,00
15152;2011-11-07;Phenolindex (ges.);µg/l;-10,00
15152;2011-11-07;LHKW (Summe);µg/l;-0,10
15152;2011-11-07;BTXE (Summe);µg/l;-0,30
15152;2011-11-07;Arsen;µg/l;-4,00
15152;2011-11-07;Barium;µg/l;35,00
15152;2011-11-07;Blei;µg/l;-2,00
15152;2011-11-07;Bor;µg/l;-100,00
15152;2011-11-07;Cadmium;µg/l;-0,15
15152;2011-11-07;Chrom;µg/l;-2,00
15152;2011-11-07;Kupfer;µg/l;-5,00
15152;2011-11-07;Aluminium-gelöst;µg/l;-5,00
15152;2011-11-07;Nickel;µg/l;-5,00
15152;2011-11-07;Quecksilber;µg/l;-0,05
15152;2011-11-07;Selen;µg/l;-2,00
15152;2011-11-07;Zink;µg/l;-10,00
15152;2011-11-07;Dichlormethan;µg/l;-0,10
15152;2011-11-07;Trichlormethan;µg/l;-0,10
15152;2011-11-07;Tetrachlormethan;µg/l;-0,10
15152;2011-11-07;1,2-Dichlorethan;µg/l;-0,10
15152;2011-11-07;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2011-11-07;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2011-11-07;Trichlorethen;µg/l;-0,10
15152;2011-11-07;Tetrachlorethen;µg/l;-0,10
15152;2011-11-07;Vinylchlorid;µg/l;-0,10
15152;2011-11-07;trans-1,2-Dichloret.;µg/l;-0,10
15152;2011-11-07;Benzen;µg/l;-0,30
15152;2011-11-07;Ethylbenzen;µg/l;-0,30
15152;2011-11-07;Toluen;µg/l;-0,30
15152;2011-11-07;Xylen (meta/para);µg/l;-0,30
15152;2011-11-07;Xylen (ortho);µg/l;-0,30
15152;2011-11-07;Cumol;µg/l;-0,30
15152;2011-11-07;Naphtalin;µg/l;0,01
15152;2011-11-07;Acenaphthylen;µg/l;-0,03
15152;2011-11-07;Acenaphthen;µg/l;-0,01
15152;2011-11-07;Fluoren;µg/l;-0,02
15152;2011-11-07;Phenanthren;µg/l;-0,01
15152;2011-11-07;Anthracen;µg/l;0,00
15152;2011-11-07;Fluoranthen;µg/l;-0,01
15152;2011-11-07;Pyren;µg/l;-0,01
15152;2011-11-07;Benz-a-Anthracen;µg/l;0,00
15152;2011-11-07;Chrysen;µg/l;-0,01
15152;2011-11-07;Benz-b-Fluoranthen;µg/l;-0,01
15152;2011-11-07;Benz-k-Fluoranthen;µg/l;0,00
15152;2011-11-07;Benz-a-Pyren;µg/l;0,00
15152;2011-11-07;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2011-11-07;Benz-g,h,i-Perylen;µg/l;0,00
15152;2011-11-07;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2011-11-07;Summe Na+Cl;mg/l;89,40
15152;2012-04-19;Temperatur (Luft);grd Celsius;6,00
15152;2012-04-19;pH-Wert (Feld);ohne Einheit;7,32
15152;2012-04-19;Temperatur (Wasser);grd C;10,50
15152;2012-04-19;Leitfähigkeit 25°C vor Ort;µS/cm;1289,90
15152;2012-04-19;Wasserst.(ROK) vor;m;2,26
15152;2012-04-19;Wasserst.(ROK) nach;m;2,56
15152;2012-04-19;Entnahmeteufe (ROK);m unter ROK;4,00
15152;2012-04-19;Förderrate;l/s;0,56
15152;2012-04-19;Redox Pumpbeginn;mV;-102,00
15152;2012-04-19;O2-Gehalt Pumpbeg.;mg/l;0,24
15152;2012-04-19;Redox Pumpende;mV;-118,00
15152;2012-04-19;pH Pumpende;ohne Einheit;7,30
15152;2012-04-19;O2-Gehalt Pumpende;mg/l;0,05
15152;2012-04-19;Chlorid;mg/l;62,00
15152;2012-04-19;Fluorid;mg/l;0,30
15152;2012-04-19;Hydrogenkarbonat;mg/l;286,70
15152;2012-04-19;Nitrit (N);mg/l N;-0,01
15152;2012-04-19;Nitrat (N);mg/l N;0,04
15152;2012-04-19;Ortho-Phosphat (P);mg/l P;0,03
15152;2012-04-19;Sulfat;mg/l;176,00
15152;2012-04-19;Cyanide (ges.);mg/l;0,00
15152;2012-04-19;Bromid;mg/l;0,10
15152;2012-04-19;Nitrit;mg/l;-0,03
15152;2012-04-19;Nitrat;mg/l;0,18
15152;2012-04-19;Ortho-Phosphat;mg/l;0,10
15152;2012-04-19;Ammonium (N);mg/l N;0,24
15152;2012-04-19;Eisen-2;mg/l;2,69
15152;2012-04-19;Eisen (ges.);mg/l;3,04
15152;2012-04-19;Kalium;mg/l;1,94
15152;2012-04-19;Kalzium;mg/l;150,20
15152;2012-04-19;Magnesium;mg/l;16,50
15152;2012-04-19;Natrium;mg/l;25,40
15152;2012-04-19;Mangan;mg/l;0,21
15152;2012-04-19;Ammonium;mg/l;0,31
15152;2012-04-19;Leitfähigkeit /Lab. bei 25°C;µS/cm;941,00
15152;2012-04-19;UV-Adsorption (254);1/m;4,30
15152;2012-04-19;CSV (KMNO4);mg/l O2;1,60
15152;2012-04-19;Basenkap. bis 8.2;mmol/l;0,35
15152;2012-04-19;Säure-Kap. bis 4.3;mmol/l;4,70
15152;2012-04-19;Kohlenstoff (organ.);mg/l C;1,97
15152;2012-04-19;pH-Wert /Lab.;ohne Einheit;7,37
15152;2012-04-19;Gesamthärte;mmol/l;4,42
15152;2012-04-19;Karbonathärte;mmol/l;2,35
15152;2012-04-19;AOX;µg/l;-10,00
15152;2012-04-19;Phenolindex (ges.);µg/l;-10,00
15152;2012-04-19;LHKW (Summe);µg/l;-0,10
15152;2012-04-19;BTXE (Summe);µg/l;-0,30
15152;2012-04-19;Arsen;µg/l;-4,00
15152;2012-04-19;Barium;µg/l;37,00
15152;2012-04-19;Blei;µg/l;-2,00
15152;2012-04-19;Bor;µg/l;-100,00
15152;2012-04-19;Cadmium;µg/l;-0,15
15152;2012-04-19;Chrom;µg/l;-2,00
15152;2012-04-19;Kupfer;µg/l;-5,00
15152;2012-04-19;Aluminium-gelöst;µg/l;-5,00
15152;2012-04-19;Nickel;µg/l;-5,00
15152;2012-04-19;Quecksilber;µg/l;-0,05
15152;2012-04-19;Selen;µg/l;-2,00
15152;2012-04-19;Zink;µg/l;-10,00
15152;2012-04-19;Dichlormethan;µg/l;-0,10
15152;2012-04-19;Trichlormethan;µg/l;-0,10
15152;2012-04-19;Tetrachlormethan;µg/l;-0,10
15152;2012-04-19;1,2-Dichlorethan;µg/l;-0,10
15152;2012-04-19;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2012-04-19;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2012-04-19;Trichlorethen;µg/l;-0,10
15152;2012-04-19;Tetrachlorethen;µg/l;-0,10
15152;2012-04-19;Vinylchlorid;µg/l;-0,10
15152;2012-04-19;trans-1,2-Dichloret.;µg/l;-0,10
15152;2012-04-19;Benzen;µg/l;-0,30
15152;2012-04-19;Ethylbenzen;µg/l;-0,30
15152;2012-04-19;Toluen;µg/l;-0,30
15152;2012-04-19;Xylen (meta/para);µg/l;-0,30
15152;2012-04-19;Xylen (ortho);µg/l;-0,30
15152;2012-04-19;Cumol;µg/l;-0,30
15152;2012-04-19;Naphtalin;µg/l;-0,01
15152;2012-04-19;Acenaphthylen;µg/l;-0,03
15152;2012-04-19;Acenaphthen;µg/l;-0,01
15152;2012-04-19;Fluoren;µg/l;-0,02
15152;2012-04-19;Phenanthren;µg/l;-0,01
15152;2012-04-19;Anthracen;µg/l;0,00
15152;2012-04-19;Fluoranthen;µg/l;-0,01
15152;2012-04-19;Pyren;µg/l;-0,01
15152;2012-04-19;Benz-a-Anthracen;µg/l;0,00
15152;2012-04-19;Chrysen;µg/l;-0,01
15152;2012-04-19;Benz-b-Fluoranthen;µg/l;-0,01
15152;2012-04-19;Benz-k-Fluoranthen;µg/l;0,00
15152;2012-04-19;Benz-a-Pyren;µg/l;0,00
15152;2012-04-19;Dibenz-a,h-Anthracen;µg/l;-0,01
15152;2012-04-19;Benz-g,h,i-Perylen;µg/l;0,00
15152;2012-04-19;Indeno-1,2,3-cd-Pyr.;µg/l;0,00
15152;2012-04-19;Summe Na+Cl;mg/l;87,40
15152;2012-09-13;Temperatur (Luft);grd Celsius;7,00
15152;2012-09-13;pH-Wert (Feld);ohne Einheit;7,53
15152;2012-09-13;Temperatur (Wasser);grd C;10,60
15152;2012-09-13;Leitfähigkeit 25°C vor Ort;µS/cm;1288,10
15152;2012-09-13;Wasserst.(ROK) vor;m;2,54
15152;2012-09-13;Wasserst.(ROK) nach;m;2,83
15152;2012-09-13;Entnahmeteufe (ROK);m unter ROK;6,00
15152;2012-09-13;Förderrate;l/s;0,56
15152;2012-09-13;Redox Pumpbeginn;mV;-69,00
15152;2012-09-13;O2-Gehalt Pumpbeg.;mg/l;0,22
15152;2012-09-13;Redox Pumpende;mV;-112,00
15152;2012-09-13;pH Pumpende;ohne Einheit;7,50
15152;2012-09-13;O2-Gehalt Pumpende;mg/l;0,09
15152;2012-09-13;Chlorid;mg/l;61,00
15152;2012-09-13;Fluorid;mg/l;0,20
15152;2012-09-13;Hydrogenkarbonat;mg/l;292,80
15152;2012-09-13;Nitrit (N);mg/l N;-0,01
15152;2012-09-13;Nitrat (N);mg/l N;0,02
15152;2012-09-13;Ortho-Phosphat (P);mg/l P;0,02
15152;2012-09-13;Sulfat;mg/l;164,00
15152;2012-09-13;Cyanide (ges.);mg/l;0,00
15152;2012-09-13;Bromid;mg/l;0,10
15152;2012-09-13;Nitrit;mg/l;-0,03
15152;2012-09-13;Nitrat;mg/l;0,09
15152;2012-09-13;Ortho-Phosphat;mg/l;0,07
15152;2012-09-13;Ammonium (N);mg/l N;0,23
15152;2012-09-13;Eisen-2;mg/l;2,59
15152;2012-09-13;Eisen (ges.);mg/l;2,99
15152;2012-09-13;Kalium;mg/l;1,96
15152;2012-09-13;Kalzium;mg/l;148,70
15152;2012-09-13;Magnesium;mg/l;15,90
15152;2012-09-13;Natrium;mg/l;24,50
15152;2012-09-13;Mangan;mg/l;0,20
15152;2012-09-13;Ammonium;mg/l;0,30
15152;2012-09-13;Leitfähigkeit /Lab. bei 25°C;µS/cm;948,00
15152;2012-09-13;UV-Adsorption (254);1/m;4,30
15152;2012-09-13;CSV (KMNO4);mg/l O2;1,20
15152;2012-09-13;Basenkap. bis 8.2;mmol/l;0,41
15152;2012-09-13;Säure-Kap. bis 4.3;mmol/l;4,80
15152;2012-09-13;Kohlenstoff (organ.);mg/l C;1,84
15152;2012-09-13;pH-Wert /Lab.;ohne Einheit;7,40
15152;2012-09-13;Gesamthärte;mmol/l;4,37
15152;2012-09-13;Karbonathärte;mmol/l;2,39
15152;2012-09-13;AOX;µg/l;-10,00
15152;2012-09-13;Phenolindex (ges.);µg/l;-10,00
15152;2012-09-13;LHKW (Summe);µg/l;-0,10
15152;2012-09-13;BTXE (Summe);µg/l;-0,30
15152;2012-09-13;Arsen;µg/l;-4,00
15152;2012-09-13;Barium;µg/l;41,00
15152;2012-09-13;Blei;µg/l;-2,00
15152;2012-09-13;Bor;µg/l;-100,00
15152;2012-09-13;Cadmium;µg/l;-0,15
15152;2012-09-13;Chrom;µg/l;-2,00
15152;2012-09-13;Kupfer;µg/l;-5,00
15152;2012-09-13;Aluminium-gelöst;µg/l;-5,00
15152;2012-09-13;Nickel;µg/l;-5,00
15152;2012-09-13;Quecksilber;µg/l;-0,05
15152;2012-09-13;Selen;µg/l;-2,00
15152;2012-09-13;Zink;µg/l;-10,00
15152;2012-09-13;Dichlormethan;µg/l;-0,10
15152;2012-09-13;Trichlormethan;µg/l;-0,10
15152;2012-09-13;Tetrachlormethan;µg/l;-0,10
15152;2012-09-13;1,2-Dichlorethan;µg/l;-0,10
15152;2012-09-13;cis-1,2-Dichloreth.;µg/l;-0,10
15152;2012-09-13;1,1,1-Tri-Cl-Ethan;µg/l;-0,10
15152;2012-09-13;Trichlorethen;µg/l;-0,10
15152;2012-09-13;Tetrachlorethen;µg/l;-0,10
15152;2012-09-13;Vinylchlorid;µg/l;-0,10
15152;2012-09-13;trans-1,2-Dichloret.;µg/l;-0,10
15152;2012-09-13;Benzen;µg/l;-0,30
15152;2012-09-13;Ethylbenzen;µg/l;-0,30
15152;2012-09-13;Toluen;µg/l;-0,30
15152;2012-09-13;Xylen (meta/para);µg/l;-0,30
15152;2012-09-13;Xylen (ortho);µg/l;-0,30
15152;2012-09-13;Cumol;µg/l;-0,30
15152;2012-09-13;Naphtalin;µg/l;-0,01
15152;2012-09-13;Acenaphthylen;µg/l;-0,03
15152;2012-09-13;Acenaphthen;µg/l;-0,01
15152;2012-09-13;Fluoren;µg/l;-0,02
15152;2012-09-13;Phenanthren;µg/l;-0,01
15152;2012-09-13;Anthracen;µg/l;0,00
15152;2012-09-13;Fluoranthen;µg/l;-0,01
15152;2012-09-13;Pyren;µg/l;-0,01
15152;2012-09-13;Benz-a-Anthracen;µg/l;0,00
